summary_line,timestamp,src_ip,dst_ip,ttl,length,protocol_num,protocol,src_port,dst_port,seq,ack,flags,window,protocol_info,security,qos,performance,summary
190.25.210.88:443 -> 192.168.0.5:57055 Proto: TCP,2025-05-11 21:48:29.660521,190.25.210.88,192.168.0.5,61,52,6,TCP,443,57055,526574282,3344981592,{'ACK': True},501,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 190.25.210.88:443 -> 192.168.0.5:57055 [A]
192.168.0.5:57057 -> 190.25.210.88:443 Proto: TCP,2025-05-11 21:48:29.890056,192.168.0.5,190.25.210.88,128,41,6,TCP,57057,443,2830363873,878498397,{'ACK': True},255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:57057 -> 190.25.210.88:443 [A]
190.25.210.88:443 -> 192.168.0.5:57057 Proto: TCP,2025-05-11 21:48:29.891581,190.25.210.88,192.168.0.5,61,52,6,TCP,443,57057,878498397,2830363874,{'ACK': True},501,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 190.25.210.88:443 -> 192.168.0.5:57057 [A]
142.251.135.170:443 -> 192.168.0.5:56290 Proto: TCP,2025-05-11 21:48:30.466362,142.251.135.170,192.168.0.5,124,125,6,TCP,443,56290,2381275912,1935967692,"{'PSH': True, 'ACK': True}",627,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 32, 'ecn': 0, 'priority': 4, 'tos_value': 128}","{'packet_size': 139, 'header_overhead': 40}",TCP 142.251.135.170:443 -> 192.168.0.5:56290 [PA]
192.168.0.5:56290 -> 142.251.135.170:443 Proto: TCP,2025-05-11 21:48:30.479985,192.168.0.5,142.251.135.170,128,75,6,TCP,56290,443,1935967692,2381275997,"{'PSH': True, 'ACK': True}",250,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 89, 'header_overhead': 40}",TCP 192.168.0.5:56290 -> 142.251.135.170:443 [PA]
192.168.0.5:56290 -> 142.251.135.170:443 Proto: TCP,2025-05-11 21:48:30.480489,192.168.0.5,142.251.135.170,128,75,6,TCP,56290,443,1935967727,2381275997,"{'PSH': True, 'ACK': True}",250,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 89, 'header_overhead': 40}",TCP 192.168.0.5:56290 -> 142.251.135.170:443 [PA]
142.251.135.170:443 -> 192.168.0.5:56290 Proto: TCP,2025-05-11 21:48:30.481490,142.251.135.170,192.168.0.5,124,40,6,TCP,443,56290,2381275997,1935967727,{'ACK': True},627,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 32, 'ecn': 0, 'priority': 4, 'tos_value': 128}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.135.170:443 -> 192.168.0.5:56290 [A]
142.251.135.170:443 -> 192.168.0.5:56290 Proto: TCP,2025-05-11 21:48:30.481490,142.251.135.170,192.168.0.5,124,40,6,TCP,443,56290,2381275997,1935967762,{'ACK': True},627,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 32, 'ecn': 0, 'priority': 4, 'tos_value': 128}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.135.170:443 -> 192.168.0.5:56290 [A]
192.168.0.5:57058 -> 151.101.12.193:443 Proto: TCP,2025-05-11 21:48:30.886665,192.168.0.5,151.101.12.193,128,41,6,TCP,57058,443,2118220493,70934786,{'ACK': True},4095,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:57058 -> 151.101.12.193:443 [A]
151.101.12.193:443 -> 192.168.0.5:57058 Proto: TCP,2025-05-11 21:48:30.958899,151.101.12.193,192.168.0.5,55,52,6,TCP,443,57058,70934786,2118220494,{'ACK': True},308,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 151.101.12.193:443 -> 192.168.0.5:57058 [A]
192.168.0.5:63058 -> 52.112.87.33:443 Proto: TCP,2025-05-11 21:48:31.457589,192.168.0.5,52.112.87.33,128,91,6,TCP,63058,443,1430361024,2651898903,"{'PSH': True, 'ACK': True}",509,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 105, 'header_overhead': 40}",TCP 192.168.0.5:63058 -> 52.112.87.33:443 [PA]
52.112.87.33:443 -> 192.168.0.5:63058 Proto: TCP,2025-05-11 21:48:31.561190,52.112.87.33,192.168.0.5,112,80,6,TCP,443,63058,2651898903,1430361075,"{'PSH': True, 'ACK': True}",16382,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 94, 'header_overhead': 40}",TCP 52.112.87.33:443 -> 192.168.0.5:63058 [PA]
192.168.0.5:63058 -> 52.112.87.33:443 Proto: TCP,2025-05-11 21:48:31.609622,192.168.0.5,52.112.87.33,128,40,6,TCP,63058,443,1430361075,2651898943,{'ACK': True},509,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:63058 -> 52.112.87.33:443 [A]
192.168.0.5:57061 -> 190.25.210.88:443 Proto: TCP,2025-05-11 21:48:31.624965,192.168.0.5,190.25.210.88,128,41,6,TCP,57061,443,1980164623,2237419458,{'ACK': True},251,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:57061 -> 190.25.210.88:443 [A]
190.25.210.88:443 -> 192.168.0.5:57061 Proto: TCP,2025-05-11 21:48:31.624965,190.25.210.88,192.168.0.5,61,52,6,TCP,443,57061,2237419458,1980164624,{'ACK': True},501,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 190.25.210.88:443 -> 192.168.0.5:57061 [A]
192.168.0.5:53721 -> 155.133.253.34:27017 Proto: TCP,2025-05-11 21:48:32.979066,192.168.0.5,155.133.253.34,128,44,6,TCP,53721,27017,2828469285,3204462895,"{'PSH': True, 'ACK': True}",255,TCP 53721 -> 27017,,"{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 58, 'header_overhead': 40}",TCP 192.168.0.5:53721 -> 155.133.253.34:27017 [PA]
155.133.253.34:27017 -> 192.168.0.5:53721 Proto: TCP,2025-05-11 21:48:33.121523,155.133.253.34,192.168.0.5,117,40,6,TCP,27017,53721,3204462895,2828469289,{'ACK': True},1022,TCP 27017 -> 53721,,"{'dscp': 18, 'ecn': 0, 'priority': 2, 'tos_value': 72}","{'packet_size': 60, 'header_overhead': 40}",TCP 155.133.253.34:27017 -> 192.168.0.5:53721 [A]
192.168.0.5:53721 -> 155.133.253.34:27017 Proto: TCP,2025-05-11 21:48:33.121523,192.168.0.5,155.133.253.34,128,92,6,TCP,53721,27017,2828469289,3204462895,"{'PSH': True, 'ACK': True}",255,TCP 53721 -> 27017,,"{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 106, 'header_overhead': 40}",TCP 192.168.0.5:53721 -> 155.133.253.34:27017 [PA]
155.133.253.34:27017 -> 192.168.0.5:53721 Proto: TCP,2025-05-11 21:48:33.271020,155.133.253.34,192.168.0.5,117,40,6,TCP,27017,53721,3204462895,2828469341,{'ACK': True},1022,TCP 27017 -> 53721,,"{'dscp': 18, 'ecn': 0, 'priority': 2, 'tos_value': 72}","{'packet_size': 60, 'header_overhead': 40}",TCP 155.133.253.34:27017 -> 192.168.0.5:53721 [A]
192.168.0.5:56948 -> 66.110.49.115:443 Proto: TCP,2025-05-11 21:48:34.679577,192.168.0.5,66.110.49.115,128,41,6,TCP,56948,443,3800622376,3979847554,{'ACK': True},64987,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:56948 -> 66.110.49.115:443 [A]
192.168.0.5:57107 -> 92.122.157.46:443 Proto: TCP,2025-05-11 21:48:34.784714,192.168.0.5,92.122.157.46,128,41,6,TCP,57107,443,2201512552,412332588,{'ACK': True},255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:57107 -> 92.122.157.46:443 [A]
66.110.49.115:443 -> 192.168.0.5:56948 Proto: TCP,2025-05-11 21:48:34.793411,66.110.49.115,192.168.0.5,51,40,6,TCP,443,56948,3979847554,3800622377,{'ACK': True},52915,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 18, 'ecn': 0, 'priority': 2, 'tos_value': 72}","{'packet_size': 60, 'header_overhead': 40}",TCP 66.110.49.115:443 -> 192.168.0.5:56948 [A]
92.122.157.46:443 -> 192.168.0.5:57107 Proto: TCP,2025-05-11 21:48:34.898983,92.122.157.46,192.168.0.5,58,40,6,TCP,443,57107,412332588,2201512553,{'ACK': True},507,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 92.122.157.46:443 -> 192.168.0.5:57107 [A]
18.211.21.156:443 -> 192.168.0.5:62993 Proto: TCP,2025-05-11 21:48:35.463677,18.211.21.156,192.168.0.5,242,40,6,TCP,443,62993,2313893171,448870458,{'ACK': True},10,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 8, 'ecn': 0, 'priority': 1, 'tos_value': 32}","{'packet_size': 60, 'header_overhead': 40}",TCP 18.211.21.156:443 -> 192.168.0.5:62993 [A]
192.168.0.5:62993 -> 18.211.21.156:443 Proto: TCP,2025-05-11 21:48:35.463677,192.168.0.5,18.211.21.156,128,40,6,TCP,62993,443,448870458,2313893172,{'ACK': True},254,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:62993 -> 18.211.21.156:443 [A]
13.107.246.41:443 -> 192.168.0.5:57102 Proto: TCP,2025-05-11 21:48:36.951194,13.107.246.41,192.168.0.5,59,79,6,TCP,443,57102,11078227,1703913474,"{'PSH': True, 'ACK': True}",83,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 13.107.246.41:443 -> 192.168.0.5:57102 [PA]
13.107.246.41:443 -> 192.168.0.5:57102 Proto: TCP,2025-05-11 21:48:36.951194,13.107.246.41,192.168.0.5,59,64,6,TCP,443,57102,11078266,1703913474,"{'FIN': True, 'PSH': True, 'ACK': True}",83,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 78, 'header_overhead': 40}",TCP 13.107.246.41:443 -> 192.168.0.5:57102 [FPA]
192.168.0.5:57102 -> 13.107.246.41:443 Proto: TCP,2025-05-11 21:48:36.951194,192.168.0.5,13.107.246.41,128,40,6,TCP,57102,443,1703913474,11078291,{'ACK': True},255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57102 -> 13.107.246.41:443 [A]
13.107.246.254:443 -> 192.168.0.5:57103 Proto: TCP,2025-05-11 21:48:36.988284,13.107.246.254,192.168.0.5,59,71,6,TCP,443,57103,2645615549,1236255519,"{'PSH': True, 'ACK': True}",83,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 85, 'header_overhead': 40}",TCP 13.107.246.254:443 -> 192.168.0.5:57103 [PA]
13.107.246.254:443 -> 192.168.0.5:57103 Proto: TCP,2025-05-11 21:48:36.988284,13.107.246.254,192.168.0.5,59,40,6,TCP,443,57103,2645615580,1236255519,"{'FIN': True, 'ACK': True}",83,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 13.107.246.254:443 -> 192.168.0.5:57103 [FA]
192.168.0.5:57103 -> 13.107.246.254:443 Proto: TCP,2025-05-11 21:48:36.989811,192.168.0.5,13.107.246.254,128,40,6,TCP,57103,443,1236255519,2645615581,{'ACK': True},251,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57103 -> 13.107.246.254:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.037879,192.168.0.5,142.251.132.142,128,1452,6,TCP,56895,443,1748299568,2326969643,{'ACK': True},4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.037879,192.168.0.5,142.251.132.142,128,1452,6,TCP,56895,443,1748300980,2326969643,{'ACK': True},4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.037879,192.168.0.5,142.251.132.142,128,97,6,TCP,56895,443,1748302392,2326969643,"{'PSH': True, 'ACK': True}",4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 111, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.037879,192.168.0.5,142.251.132.142,128,79,6,TCP,56895,443,1748302449,2326969643,"{'PSH': True, 'ACK': True}",4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
192.168.0.5:57105 -> 204.79.197.222:443 Proto: TCP,2025-05-11 21:48:38.040930,192.168.0.5,204.79.197.222,128,41,6,TCP,57105,443,2637160529,2897334499,{'ACK': True},250,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:57105 -> 204.79.197.222:443 [A]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.041466,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326969643,1748302449,{'ACK': True},9199,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.041466,192.168.0.5,142.251.132.142,128,1452,6,TCP,56895,443,1748302488,2326969643,{'ACK': True},4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.041466,192.168.0.5,142.251.132.142,128,1452,6,TCP,56895,443,1748303900,2326969643,{'ACK': True},4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.042469,192.168.0.5,142.251.132.142,128,1432,6,TCP,56895,443,1748305312,2326969643,"{'PSH': True, 'ACK': True}",4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1446, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.042469,142.251.132.142,192.168.0.5,124,79,6,TCP,443,56895,2326969643,1748302488,"{'PSH': True, 'ACK': True}",9199,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.042469,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326969682,1748306704,{'ACK': True},9232,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
204.79.197.222:443 -> 192.168.0.5:57105 Proto: TCP,2025-05-11 21:48:38.042469,204.79.197.222,192.168.0.5,122,52,6,TCP,443,57105,2897334499,2637160530,{'ACK': True},16385,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 204.79.197.222:443 -> 192.168.0.5:57105 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.086627,192.168.0.5,142.251.132.142,128,40,6,TCP,56895,443,1748306704,2326969682,{'ACK': True},4093,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.127265,142.251.132.142,192.168.0.5,124,118,6,TCP,443,56895,2326969682,1748306704,"{'PSH': True, 'ACK': True}",9232,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 132, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.127265,142.251.132.142,192.168.0.5,124,1452,6,TCP,443,56895,2326969760,1748306704,"{'PSH': True, 'ACK': True}",9232,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.127265,192.168.0.5,142.251.132.142,128,40,6,TCP,56895,443,1748306704,2326971172,{'ACK': True},4095,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.128551,142.251.132.142,192.168.0.5,124,329,6,TCP,443,56895,2326971172,1748306704,"{'PSH': True, 'ACK': True}",9232,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 343, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.128551,142.251.132.142,192.168.0.5,124,71,6,TCP,443,56895,2326971461,1748306704,"{'PSH': True, 'ACK': True}",9232,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 85, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.128551,142.251.132.142,192.168.0.5,124,79,6,TCP,443,56895,2326971492,1748306704,"{'PSH': True, 'ACK': True}",9232,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.128551,192.168.0.5,142.251.132.142,128,79,6,TCP,56895,443,1748306704,2326971531,"{'PSH': True, 'ACK': True}",4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:38.128551,192.168.0.5,142.251.132.142,128,75,6,TCP,56895,443,1748306743,2326971531,"{'PSH': True, 'ACK': True}",4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 89, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:38.131891,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326971531,1748306778,{'ACK': True},9232,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
192.168.0.5:57104 -> 20.107.96.130:443 Proto: TCP,2025-05-11 21:48:38.177685,192.168.0.5,20.107.96.130,128,41,6,TCP,57104,443,3588379718,1055343920,{'ACK': True},251,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:57104 -> 20.107.96.130:443 [A]
20.107.96.130:443 -> 192.168.0.5:57104 Proto: TCP,2025-05-11 21:48:38.325168,20.107.96.130,192.168.0.5,106,52,6,TCP,443,57104,1055343920,3588379719,{'ACK': True},16386,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 20.107.96.130:443 -> 192.168.0.5:57104 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:39.095591,192.168.0.5,142.251.132.142,128,1452,6,TCP,56895,443,1748306778,2326971531,{'ACK': True},4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:39.095591,192.168.0.5,142.251.132.142,128,1452,6,TCP,56895,443,1748308190,2326971531,{'ACK': True},4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:39.097138,192.168.0.5,142.251.132.142,128,967,6,TCP,56895,443,1748309602,2326971531,"{'PSH': True, 'ACK': True}",4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 981, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:39.099156,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326971531,1748310529,{'ACK': True},9262,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:39.170985,142.251.132.142,192.168.0.5,124,117,6,TCP,443,56895,2326971531,1748310529,"{'PSH': True, 'ACK': True}",9262,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 131, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:39.170985,142.251.132.142,192.168.0.5,124,71,6,TCP,443,56895,2326971608,1748310529,"{'PSH': True, 'ACK': True}",9262,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 85, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
