summary_line,timestamp,src_ip,dst_ip,ttl,length,protocol_num,protocol,src_port,dst_port,seq,ack,flags,window,protocol_info,security,qos,performance,summary
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:39.170985,192.168.0.5,142.251.132.142,128,40,6,TCP,56895,443,1748310529,2326971639,{'ACK': True},4094,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:39.170985,142.251.132.142,192.168.0.5,124,79,6,TCP,443,56895,2326971639,1748310529,"{'PSH': True, 'ACK': True}",9262,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:39.172515,192.168.0.5,142.251.132.142,128,79,6,TCP,56895,443,1748310529,2326971678,"{'PSH': True, 'ACK': True}",4093,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:39.178388,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326971678,1748310568,{'ACK': True},9262,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
192.168.0.5:56971 -> 199.232.177.91:443 Proto: TCP,2025-05-11 21:48:40.904557,192.168.0.5,199.232.177.91,128,41,6,TCP,56971,443,3579236493,739413367,{'ACK': True},254,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:56971 -> 199.232.177.91:443 [A]
199.232.177.91:443 -> 192.168.0.5:56971 Proto: TCP,2025-05-11 21:48:40.967450,199.232.177.91,192.168.0.5,61,52,6,TCP,443,56971,739413367,3579236494,{'ACK': True},292,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 199.232.177.91:443 -> 192.168.0.5:56971 [A]
192.168.0.5:53721 -> 155.133.253.34:27017 Proto: TCP,2025-05-11 21:48:41.984101,192.168.0.5,155.133.253.34,128,44,6,TCP,53721,27017,2828469341,3204462895,"{'PSH': True, 'ACK': True}",255,TCP 53721 -> 27017,,"{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 58, 'header_overhead': 40}",TCP 192.168.0.5:53721 -> 155.133.253.34:27017 [PA]
155.133.253.34:27017 -> 192.168.0.5:53721 Proto: TCP,2025-05-11 21:48:42.135517,155.133.253.34,192.168.0.5,117,40,6,TCP,27017,53721,3204462895,2828469345,{'ACK': True},1022,TCP 27017 -> 53721,,"{'dscp': 18, 'ecn': 0, 'priority': 2, 'tos_value': 72}","{'packet_size': 60, 'header_overhead': 40}",TCP 155.133.253.34:27017 -> 192.168.0.5:53721 [A]
192.168.0.5:53721 -> 155.133.253.34:27017 Proto: TCP,2025-05-11 21:48:42.135517,192.168.0.5,155.133.253.34,128,92,6,TCP,53721,27017,2828469345,3204462895,"{'PSH': True, 'ACK': True}",255,TCP 53721 -> 27017,,"{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 106, 'header_overhead': 40}",TCP 192.168.0.5:53721 -> 155.133.253.34:27017 [PA]
155.133.253.34:27017 -> 192.168.0.5:53721 Proto: TCP,2025-05-11 21:48:42.277923,155.133.253.34,192.168.0.5,117,40,6,TCP,27017,53721,3204462895,2828469397,{'ACK': True},1022,TCP 27017 -> 53721,,"{'dscp': 18, 'ecn': 0, 'priority': 2, 'tos_value': 72}","{'packet_size': 60, 'header_overhead': 40}",TCP 155.133.253.34:27017 -> 192.168.0.5:53721 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:46.096410,192.168.0.5,142.251.132.142,128,1452,6,TCP,56895,443,1748310568,2326971678,{'ACK': True},4093,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:46.096410,192.168.0.5,142.251.132.142,128,1452,6,TCP,56895,443,1748311980,2326971678,{'ACK': True},4093,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 1466, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:46.096410,192.168.0.5,142.251.132.142,128,327,6,TCP,56895,443,1748313392,2326971678,"{'PSH': True, 'ACK': True}",4093,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 341, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:46.100742,192.168.0.5,142.251.132.142,128,297,6,TCP,56895,443,1748313679,2326971678,"{'PSH': True, 'ACK': True}",4093,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 311, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:46.104310,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326971678,1748311980,{'ACK': True},9273,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:46.104310,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326971678,1748313679,{'ACK': True},9273,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:46.105318,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326971678,1748313936,{'ACK': True},9273,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:46.170457,142.251.132.142,192.168.0.5,124,121,6,TCP,443,56895,2326971678,1748313936,"{'PSH': True, 'ACK': True}",9273,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 135, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:46.170947,142.251.132.142,192.168.0.5,124,71,6,TCP,443,56895,2326971759,1748313936,"{'PSH': True, 'ACK': True}",9273,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 85, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:46.170947,142.251.132.142,192.168.0.5,124,79,6,TCP,443,56895,2326971790,1748313936,"{'PSH': True, 'ACK': True}",9273,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [PA]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:46.172121,192.168.0.5,142.251.132.142,128,40,6,TCP,56895,443,1748313936,2326971829,{'ACK': True},4093,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [A]
192.168.0.5:56895 -> 142.251.132.142:443 Proto: TCP,2025-05-11 21:48:46.172121,192.168.0.5,142.251.132.142,128,79,6,TCP,56895,443,1748313936,2326971829,"{'PSH': True, 'ACK': True}",4093,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 93, 'header_overhead': 40}",TCP 192.168.0.5:56895 -> 142.251.132.142:443 [PA]
142.251.132.142:443 -> 192.168.0.5:56895 Proto: TCP,2025-05-11 21:48:46.173414,142.251.132.142,192.168.0.5,124,40,6,TCP,443,56895,2326971829,1748313975,{'ACK': True},9273,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.132.142:443 -> 192.168.0.5:56895 [A]
192.168.0.5:50020 -> 35.186.224.30:443 Proto: TCP,2025-05-11 21:48:46.985820,192.168.0.5,35.186.224.30,128,75,6,TCP,50020,443,4107865743,1753846841,"{'PSH': True, 'ACK': True}",254,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 89, 'header_overhead': 40}",TCP 192.168.0.5:50020 -> 35.186.224.30:443 [PA]
35.186.224.30:443 -> 192.168.0.5:50020 Proto: TCP,2025-05-11 21:48:46.987841,35.186.224.30,192.168.0.5,124,40,6,TCP,443,50020,1753846841,4107865778,{'ACK': True},1051,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 24, 'ecn': 0, 'priority': 3, 'tos_value': 96}","{'packet_size': 60, 'header_overhead': 40}",TCP 35.186.224.30:443 -> 192.168.0.5:50020 [A]
192.168.0.5:57111 -> 51.132.193.105:443 Proto: TCP,2025-05-11 21:48:47.637026,192.168.0.5,51.132.193.105,128,41,6,TCP,57111,443,2994627908,1808189718,{'ACK': True},254,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:57111 -> 51.132.193.105:443 [A]
51.132.193.105:443 -> 192.168.0.5:57111 Proto: TCP,2025-05-11 21:48:47.782233,51.132.193.105,192.168.0.5,109,52,6,TCP,443,57111,1808189718,2994627909,{'ACK': True},16381,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 51.132.193.105:443 -> 192.168.0.5:57111 [A]
150.171.28.11:443 -> 192.168.0.5:57071 Proto: TCP,2025-05-11 21:48:48.005502,150.171.28.11,192.168.0.5,123,40,6,TCP,443,57071,2173736654,360633795,"{'RST': True, 'ACK': True}",0,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 150.171.28.11:443 -> 192.168.0.5:57071 [RA]
192.168.0.5:63306 -> 20.169.174.231:443 Proto: TCP,2025-05-11 21:48:49.550319,192.168.0.5,20.169.174.231,128,41,6,TCP,63306,443,665558046,1231487290,{'ACK': True},251,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:63306 -> 20.169.174.231:443 [A]
20.169.174.231:443 -> 192.168.0.5:63306 Proto: TCP,2025-05-11 21:48:49.622043,20.169.174.231,192.168.0.5,47,52,6,TCP,443,63306,1231487290,665558047,{'ACK': True},251,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 20.169.174.231:443 -> 192.168.0.5:63306 [A]
192.168.0.5:57030 -> 40.71.11.167:443 Proto: TCP,2025-05-11 21:48:50.432535,192.168.0.5,40.71.11.167,128,41,6,TCP,57030,443,424840113,871720551,{'ACK': True},254,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:57030 -> 40.71.11.167:443 [A]
40.71.11.167:443 -> 192.168.0.5:57030 Proto: TCP,2025-05-11 21:48:50.498551,40.71.11.167,192.168.0.5,111,52,6,TCP,443,57030,871720551,424840114,{'ACK': True},16382,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 40.71.11.167:443 -> 192.168.0.5:57030 [A]
142.251.135.170:443 -> 192.168.0.5:56290 Proto: TCP,2025-05-11 21:48:50.507758,142.251.135.170,192.168.0.5,124,125,6,TCP,443,56290,2381275997,1935967762,"{'PSH': True, 'ACK': True}",627,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 32, 'ecn': 0, 'priority': 4, 'tos_value': 128}","{'packet_size': 139, 'header_overhead': 40}",TCP 142.251.135.170:443 -> 192.168.0.5:56290 [PA]
192.168.0.5:56290 -> 142.251.135.170:443 Proto: TCP,2025-05-11 21:48:50.510558,192.168.0.5,142.251.135.170,128,75,6,TCP,56290,443,1935967762,2381276082,"{'PSH': True, 'ACK': True}",255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 89, 'header_overhead': 40}",TCP 192.168.0.5:56290 -> 142.251.135.170:443 [PA]
192.168.0.5:56290 -> 142.251.135.170:443 Proto: TCP,2025-05-11 21:48:50.511091,192.168.0.5,142.251.135.170,128,75,6,TCP,56290,443,1935967797,2381276082,"{'PSH': True, 'ACK': True}",255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 89, 'header_overhead': 40}",TCP 192.168.0.5:56290 -> 142.251.135.170:443 [PA]
142.251.135.170:443 -> 192.168.0.5:56290 Proto: TCP,2025-05-11 21:48:50.511607,142.251.135.170,192.168.0.5,124,40,6,TCP,443,56290,2381276082,1935967797,{'ACK': True},627,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 32, 'ecn': 0, 'priority': 4, 'tos_value': 128}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.135.170:443 -> 192.168.0.5:56290 [A]
142.251.135.170:443 -> 192.168.0.5:56290 Proto: TCP,2025-05-11 21:48:50.511607,142.251.135.170,192.168.0.5,124,40,6,TCP,443,56290,2381276082,1935967832,{'ACK': True},627,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 32, 'ecn': 0, 'priority': 4, 'tos_value': 128}","{'packet_size': 60, 'header_overhead': 40}",TCP 142.251.135.170:443 -> 192.168.0.5:56290 [A]
192.168.0.5:53721 -> 155.133.253.34:27017 Proto: TCP,2025-05-11 21:48:50.979059,192.168.0.5,155.133.253.34,128,44,6,TCP,53721,27017,2828469397,3204462895,"{'PSH': True, 'ACK': True}",255,TCP 53721 -> 27017,,"{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 58, 'header_overhead': 40}",TCP 192.168.0.5:53721 -> 155.133.253.34:27017 [PA]
155.133.253.34:27017 -> 192.168.0.5:53721 Proto: TCP,2025-05-11 21:48:51.125643,155.133.253.34,192.168.0.5,117,40,6,TCP,27017,53721,3204462895,2828469401,{'ACK': True},1022,TCP 27017 -> 53721,,"{'dscp': 18, 'ecn': 0, 'priority': 2, 'tos_value': 72}","{'packet_size': 60, 'header_overhead': 40}",TCP 155.133.253.34:27017 -> 192.168.0.5:53721 [A]
192.168.0.5:53721 -> 155.133.253.34:27017 Proto: TCP,2025-05-11 21:48:51.126645,192.168.0.5,155.133.253.34,128,92,6,TCP,53721,27017,2828469401,3204462895,"{'PSH': True, 'ACK': True}",255,TCP 53721 -> 27017,,"{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 106, 'header_overhead': 40}",TCP 192.168.0.5:53721 -> 155.133.253.34:27017 [PA]
155.133.253.34:27017 -> 192.168.0.5:53721 Proto: TCP,2025-05-11 21:48:51.275242,155.133.253.34,192.168.0.5,117,40,6,TCP,27017,53721,3204462895,2828469453,{'ACK': True},1022,TCP 27017 -> 53721,,"{'dscp': 18, 'ecn': 0, 'priority': 2, 'tos_value': 72}","{'packet_size': 60, 'header_overhead': 40}",TCP 155.133.253.34:27017 -> 192.168.0.5:53721 [A]
192.168.0.5:57097 -> 40.126.62.132:443 Proto: TCP,2025-05-11 21:48:53.668287,192.168.0.5,40.126.62.132,128,40,6,TCP,57097,443,4251854105,1698812174,"{'FIN': True, 'ACK': True}",255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57097 -> 40.126.62.132:443 [FA]
192.168.0.5:57096 -> 40.126.62.132:443 Proto: TCP,2025-05-11 21:48:53.668287,192.168.0.5,40.126.62.132,128,40,6,TCP,57096,443,2824400502,349014517,"{'FIN': True, 'ACK': True}",255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57096 -> 40.126.62.132:443 [FA]
192.168.0.5:57098 -> 40.126.62.132:443 Proto: TCP,2025-05-11 21:48:53.668799,192.168.0.5,40.126.62.132,128,40,6,TCP,57098,443,2017137618,37595151,"{'FIN': True, 'ACK': True}",255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57098 -> 40.126.62.132:443 [FA]
40.126.62.132:443 -> 192.168.0.5:57096 Proto: TCP,2025-05-11 21:48:53.754526,40.126.62.132,192.168.0.5,115,40,6,TCP,443,57096,349014517,2824400503,"{'FIN': True, 'ACK': True}",49152,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 40.126.62.132:443 -> 192.168.0.5:57096 [FA]
192.168.0.5:57096 -> 40.126.62.132:443 Proto: TCP,2025-05-11 21:48:53.755532,192.168.0.5,40.126.62.132,128,40,6,TCP,57096,443,2824400503,349014518,{'ACK': True},255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57096 -> 40.126.62.132:443 [A]
40.126.62.132:443 -> 192.168.0.5:57098 Proto: TCP,2025-05-11 21:48:53.757990,40.126.62.132,192.168.0.5,115,40,6,TCP,443,57098,37595151,2017137619,"{'FIN': True, 'ACK': True}",49152,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 40.126.62.132:443 -> 192.168.0.5:57098 [FA]
192.168.0.5:57098 -> 40.126.62.132:443 Proto: TCP,2025-05-11 21:48:53.757990,192.168.0.5,40.126.62.132,128,40,6,TCP,57098,443,2017137619,37595152,{'ACK': True},255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57098 -> 40.126.62.132:443 [A]
40.126.62.132:443 -> 192.168.0.5:57097 Proto: TCP,2025-05-11 21:48:53.758995,40.126.62.132,192.168.0.5,114,40,6,TCP,443,57097,1698812174,4251854106,"{'FIN': True, 'ACK': True}",49148,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 40.126.62.132:443 -> 192.168.0.5:57097 [FA]
192.168.0.5:57097 -> 40.126.62.132:443 Proto: TCP,2025-05-11 21:48:53.758995,192.168.0.5,40.126.62.132,128,40,6,TCP,57097,443,4251854106,1698812175,{'ACK': True},255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57097 -> 40.126.62.132:443 [A]
192.168.0.5:62993 -> 18.211.21.156:443 Proto: TCP,2025-05-11 21:48:54.997822,192.168.0.5,18.211.21.156,128,41,6,TCP,62993,443,448870457,2313893172,{'ACK': True},254,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:62993 -> 18.211.21.156:443 [A]
18.211.21.156:443 -> 192.168.0.5:62993 Proto: TCP,2025-05-11 21:48:55.083559,18.211.21.156,192.168.0.5,242,52,6,TCP,443,62993,2313893172,448870458,{'ACK': True},10,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 8, 'ecn': 0, 'priority': 1, 'tos_value': 32}","{'packet_size': 66, 'header_overhead': 40}",TCP 18.211.21.156:443 -> 192.168.0.5:62993 [A]
192.168.0.5:63695 -> 155.133.244.34:443 Proto: TCP,2025-05-11 21:48:55.265679,192.168.0.5,155.133.244.34,128,99,6,TCP,63695,443,1355830828,1353922010,"{'PSH': True, 'ACK': True}",1020,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 113, 'header_overhead': 40}",TCP 192.168.0.5:63695 -> 155.133.244.34:443 [PA]
155.133.244.34:443 -> 192.168.0.5:63695 Proto: TCP,2025-05-11 21:48:55.357653,155.133.244.34,192.168.0.5,120,40,6,TCP,443,63695,1353922010,1355830887,{'ACK': True},2048,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 60, 'header_overhead': 40}",TCP 155.133.244.34:443 -> 192.168.0.5:63695 [A]
18.211.21.156:443 -> 192.168.0.5:62993 Proto: TCP,2025-05-11 21:48:56.085383,18.211.21.156,192.168.0.5,242,40,6,TCP,443,62993,2313893171,448870458,{'ACK': True},10,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 8, 'ecn': 0, 'priority': 1, 'tos_value': 32}","{'packet_size': 60, 'header_overhead': 40}",TCP 18.211.21.156:443 -> 192.168.0.5:62993 [A]
192.168.0.5:62993 -> 18.211.21.156:443 Proto: TCP,2025-05-11 21:48:56.085887,192.168.0.5,18.211.21.156,128,40,6,TCP,62993,443,448870458,2313893172,{'ACK': True},254,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:62993 -> 18.211.21.156:443 [A]
192.168.0.5:56966 -> 172.67.5.200:443 Proto: TCP,2025-05-11 21:48:56.695861,192.168.0.5,172.67.5.200,128,41,6,TCP,56966,443,662835915,872891669,{'ACK': True},251,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 55, 'header_overhead': 40}",TCP 192.168.0.5:56966 -> 172.67.5.200:443 [A]
172.67.5.200:443 -> 192.168.0.5:56966 Proto: TCP,2025-05-11 21:48:56.762070,172.67.5.200,192.168.0.5,56,52,6,TCP,443,56966,872891669,662835916,{'ACK': True},9,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 10, 'ecn': 0, 'priority': 1, 'tos_value': 40}","{'packet_size': 66, 'header_overhead': 40}",TCP 172.67.5.200:443 -> 192.168.0.5:56966 [A]
192.168.0.5:57118 -> 13.107.5.93:443 Proto: TCP,2025-05-11 21:48:56.896576,192.168.0.5,13.107.5.93,128,52,6,TCP,57118,443,3897386749,0,{'SYN': True},65535,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 192.168.0.5:57118 -> 13.107.5.93:443 [S]
13.107.5.93:443 -> 192.168.0.5:57118 Proto: TCP,2025-05-11 21:48:56.941930,13.107.5.93,192.168.0.5,119,52,6,TCP,443,57118,2119880433,3897386750,"{'SYN': True, 'ACK': True}",65535,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 66, 'header_overhead': 40}",TCP 13.107.5.93:443 -> 192.168.0.5:57118 [SA]
192.168.0.5:57118 -> 13.107.5.93:443 Proto: TCP,2025-05-11 21:48:56.942447,192.168.0.5,13.107.5.93,128,40,6,TCP,57118,443,3897386750,2119880434,{'ACK': True},255,HTTPS,"{'encrypted': True, 'protocol': 'TLS/SSL'}","{'dscp': 0, 'ecn': 0, 'priority': 0, 'tos_value': 0}","{'packet_size': 54, 'header_overhead': 40}",TCP 192.168.0.5:57118 -> 13.107.5.93:443 [A]
